etat,nameclient,porteur,zoneclient,nature,leadrating,coord,titgrp,datedet,budget,botech
Perdus,-9,122027,89675,villa,1,122027,115744,2020-05-18,31510,153451
Perdus,133078,130392,89672,villa,1,122027,115744,2020-01-01,102461,142832
BC,137003,130590,89694,villa,1,130590,130419,2020-03-05,\N,\N
BC,93804,93108,89694,habitation,4,142540,115741,2020-01-20,20713,93108
BC,137442,130410,89672,villa,1,130410,130418,2020-03-09,\N,\N
Perdus,90282,28575,89694,villa,1,28575,115743,2020-04-16,27030,\N
Perdus,90282,28575,89694,villa,1,136898,115743,2020-04-16,27030,\N
Perdus,90542,28609,89694,hopital,1,28577,115746,2019-12-23,14348,\N
Perdus,-9,130392,101185,villa,1,130392,133119,2020-03-18,\N,\N
BC,151568,130410,89694,villa,5,130410,130418,2020-08-24,\N,\N
Perdus,91344,122055,89672,habitation,1,176256,133080,2020-02-27,64750,\N
BC,127986,134566,89694,bureautique,1,134566,134567,2020-02-21,\N,\N
BC,-9,130411,89694,villa,1,130411,136907,2020-09-22,2250,130411
Perdus,90794,28609,89695,ecole publique,1,28577,115745,2019-07-20,\N,\N
BC,90582,28609,89686,usine,1,108905,115745,2019-09-04,\N,\N
BC,90582,28609,89686,usine,1,133385,115745,2019-09-04,\N,\N
Perdus,134728,108905,133968,usine,1,28609,115746,2019-09-04,11470,\N
Perdus,-9,142543,140671,villa,1,122027,115744,2020-06-27,5951,108904
Perdus,91258,28614,89687,habitation,1,28571,115741,2019-04-24,102901,\N
Perdus,91258,28614,89687,habitation,1,28579,115741,2019-04-24,102901,\N
Perdus,92515,122018,133968,siege administratif,1,122018,115744,2020-01-13,650939,\N
Perdus,92515,122018,133968,siege administratif,1,28619,115744,2020-01-13,650939,\N
Perdus,142460,130412,89672,habitation,1,130412,133081,2020-06-10,1,\N
Perdus,91090,122055,89691,habitation,1,122055,115741,2020-01-28,32558,\N
Perdus,138085,108904,138084,centre de loisir,1,108904,115744,2020-05-27,156450,\N
Perdus,133078,130392,89672,villa,1,28575,115743,2020-01-01,21683,\N
Perdus,133078,130392,89672,villa,1,136898,115743,2020-01-01,21683,\N
BC,-9,108905,89694,station de services,1,108905,115745,2020-06-13,14692,\N
BC,-9,108905,89694,station de services,1,133385,115745,2020-06-13,14692,\N
BC,-9,130410,89694,villa,5,130410,130418,2020-02-15,\N,\N
BC,-9,130409,101185,villa,1,130409,130418,2021-01-21,4212,\N
Perdus,91424,28571,89687,habitation,1,130412,133080,2020-02-18,120000,\N
BC,-9,130409,101185,villa,1,130409,130418,2020-01-27,\N,\N
Perdus,-9,130411,101185,villa,1,130411,136907,2020-09-02,\N,\N
BC,-9,130392,101185,villa,1,130392,136907,2020-03-07,2000,\N
BC,170184,130590,89672,villa,1,130590,130419,2020-10-15,4689,\N
Perdus,-9,108904,89686,station de services,1,122027,115744,2020-05-21,7983,108904
Perdus,-9,28609,89694,siege administratif,1,28609,115746,2020-07-07,123000,\N
BC,-9,130392,89672,villa,1,130392,115742,2020-03-14,\N,\N
Perdus,122899,28576,89688,habitation,3,28576,115741,2020-01-03,16129,\N
BC,-9,130392,89672,villa,1,122560,133119,2020-03-14,\N,\N
BC,-9,130392,89672,villa,1,130392,133119,2020-03-14,\N,\N
Perdus,136658,130410,89672,villa,3,130410,130418,2020-03-02,\N,\N
Perdus,136149,130590,89694,villa,1,130590,130419,2020-02-25,\N,\N
Perdus,139935,130409,89694,villa,1,122560,130418,2020-05-14,\N,\N
Perdus,-9,28571,89694,mixte,1,130412,136906,2020-07-11,7000,\N
Perdus,141231,28575,89672,villa,1,142540,134666,2020-06-01,2817,\N
Perdus,91434,28614,89694,habitation,1,130412,133081,2019-11-05,\N,\N
Perdus,-9,28565,89687,habitation,1,28571,115743,2020-02-14,9806,162366
Perdus,160993,130590,89694,villa,1,-9,130419,2020-09-18,\N,130590
BC,-9,130409,89674,villa,1,130409,130418,2020-08-08,\N,\N
BC,189665,28576,89688,villa,1,28576,134666,2021-01-22,6725,162366
BC,154775,130590,89694,VILLA,1,130590,130419,2020-09-04,7429,\N
BC,133575,108905,89691,villa,1,158624,134667,2019-07-17,11725,28569
Perdus,126747,130412,89691,habitation,3,122027,115744,2020-02-01,173874,108904
BC,190827,130410,189410,villa,1,-9,130418,2021-02-03,2143,\N
BC,142125,136898,89672,villa,1,136898,134666,2020-06-10,1468,\N
Perdus,-9,130409,89694,villa,1,-9,134667,2020-12-08,19374,28569
BC,-9,28576,89688,hotel,1,28576,115743,2020-08-04,7816,162366
BC,137255,130410,89687,villa,5,130410,130418,2020-06-13,\N,\N
BC,161017,130410,89672,villa,5,130410,136907,2020-09-04,1720,\N
Perdus,136057,122018,89674,prison,1,122018,115744,2020-07-07,\N,\N
Perdus,136057,122018,89674,prison,1,142832,115744,2020-07-07,\N,\N
BC,-9,93623,89672,habitation,1,130412,133080,2020-06-04,18000,\N
BC,-9,130409,101185,villa,1,130409,130418,2020-09-17,1200,\N
BC,-9,130392,101185,villa,1,130392,130418,2020-11-10,37500,\N
Perdus,90623,122055,89674,habitation,1,122055,115741,2020-10-01,73969,28614
BC,147977,108905,89694,bureautique,1,133385,115745,2020-02-26,55226,\N
Perdus,-9,122018,138084,villa,1,122018,115744,2020-05-28,7983,108904
Perdus,-9,28609,89675,usine,1,108905,115745,2019-12-13,62602,\N
Perdus,134218,28567,89691,villa,1,122018,115744,2020-05-29,0,\N
Perdus,134218,28567,89691,villa,1,108904,115744,2020-05-29,0,\N
Perdus,139214,28609,89694,ecole privee,2,28577,115746,2019-07-11,\N,\N
Perdus,137662,130590,89694,villa,1,130590,130419,2020-03-12,\N,\N
BC,154256,130590,89673,villa,1,130590,130419,2020-09-03,2883,\N
Perdus,-9,28620,89680,universite privee,1,28576,115746,2020-04-05,30840,\N
Perdus,-9,28620,89680,universite privee,1,28609,115746,2020-04-05,30840,\N
Perdus,90696,28609,89694,lycee,1,28575,134666,2019-06-13,17130,\N
Perdus,90696,28609,89694,lycee,1,28565,134666,2019-06-13,17130,\N
BC,-9,130409,101185,villa,1,130409,130418,2020-09-11,1200,\N
BC,180005,130410,89694,villa,5,130410,130418,2020-11-28,393,\N
BC,-9,130411,89672,villa,1,130411,136907,2020-08-06,13000,\N
BC,141064,28575,89672,villa,1,28575,134666,2019-01-01,9028,\N
BC,141064,28575,89672,villa,1,136898,134666,2019-01-01,9028,\N
Perdus,90282,28575,89694,villa,1,28575,134666,2020-04-16,6009,\N
Perdus,90282,28575,89694,villa,1,136898,134666,2020-04-16,6009,\N
Perdus,90570,28609,89691,universite publique,1,28570,115746,2019-06-10,\N,\N
Perdus,90570,28609,89691,universite publique,1,28577,115746,2019-06-10,\N,\N
Perdus,-9,28609,89675,foyer universitaire,1,28575,115743,2020-05-28,92988,\N
Perdus,-9,28609,89675,foyer universitaire,1,136898,115743,2020-05-28,92988,\N
Perdus,136494,140993,89688,distribution,1,108904,115744,2020-06-03,\N,\N
Perdus,157018,130590,89694,villa,1,130590,130419,2020-09-09,\N,\N
Perdus,139191,130410,89694,villa,4,130410,130418,2019-03-09,\N,\N
BC,-9,130411,89694,villa,1,130411,133119,2020-12-19,1062,130411
BC,133276,130409,89694,villa,3,122560,130418,2020-01-27,\N,\N
BC,139005,108905,89694,infrastructure,1,133385,115745,2020-02-26,\N,\N
BC,139005,108905,89694,infrastructure,1,108905,115745,2020-02-26,\N,\N
Perdus,91344,122055,89672,habitation,1,122055,115742,2020-02-27,53011,\N
Perdus,91434,28614,89694,habitation,1,122055,115742,2019-11-05,30703,\N
BC,136158,130412,89694,habitation,1,122055,115747,2020-02-27,1821,28614
BC,178989,130410,89694,villa,5,130410,130418,2020-11-23,1597,\N
Perdus,-9,28614,89694,habitation,1,130412,133080,2020-10-20,37710,\N
BC,148273,130590,89694,villa,1,130590,130419,2020-08-07,\N,\N
Perdus,136835,130412,89694,habitation,1,134566,134567,2020-01-10,11000,\N
BC,127010,130410,89688,villa,5,130410,130418,2020-08-29,6537,\N
BC,90354,122027,89674,villa,1,122018,115744,2020-01-10,\N,108904
BC,147301,130410,89694,villa,5,130410,130418,2020-07-24,4976,\N
BC,-9,130392,101185,villa,1,130392,133119,2020-08-22,\N,\N
Perdus,143856,93623,89672,habitation,1,93623,115741,2020-06-17,15337,\N
BC,90566,28609,89694,bureautique,1,130412,133080,2018-02-13,86000,\N
Perdus,122826,28614,89691,mixte,1,28579,115741,2019-10-14,71899,\N
Perdus,122826,28614,89691,mixte,1,28614,115741,2019-10-14,71899,\N
BC,-9,130590,101185,villa,1,130590,130419,2020-08-10,\N,\N
BC,-9,28571,89687,villa,1,28571,115743,2020-09-22,15236,162366
BC,-9,28571,89687,villa,1,158625,115743,2020-09-22,15236,162366
BC,90621,28614,89694,habitation,1,93623,115744,2018-07-10,97996,108904
BC,173439,130590,89688,villa,1,130590,130419,2020-10-27,5910,\N
BC,-9,130411,89694,villa,1,130411,136907,2020-09-16,4370,\N
BC,-9,130411,89684,villa,1,130411,130418,2020-09-03,\N,\N
Perdus,122406,28576,89694,villa,3,28575,115743,2020-01-03,19964,\N
Perdus,122406,28576,89694,villa,3,108904,115743,2020-01-03,19964,\N
Perdus,122406,28576,89694,villa,3,122018,115743,2020-01-03,19964,\N
Perdus,122406,28576,89694,villa,3,136898,115743,2020-01-03,19964,\N
Perdus,153091,130590,89691,villa,1,130590,130419,2020-08-28,14566,\N
Perdus,136158,130412,89694,habitation,1,130412,133080,2020-02-27,28000,\N
Perdus,140267,130410,89694,villa,5,130410,130418,2020-05-19,7,\N
BC,136223,130409,89694,salon de the,1,130409,130418,2020-02-27,\N,\N
Perdus,91426,28576,89694,habitation,1,28579,115741,2019-05-29,115501,\N
BC,166286,130410,89672,villa,5,130410,133119,2020-10-03,707,\N
Perdus,136187,130590,89694,villa,1,130590,130419,2020-02-27,\N,\N
Perdus,140136,130410,89694,villa,5,130410,130418,2020-05-15,\N,\N
BC,95833,28576,89685,villa,1,28576,115743,2020-12-01,2346,162366
Perdus,141590,93623,89672,habitation,1,93623,115742,2020-06-04,0,\N
Perdus,135770,130411,89672,villa,1,130411,130418,2020-02-20,\N,\N
Perdus,156970,130590,89694,villa,1,-9,130419,2020-09-05,\N,\N
Perdus,90805,28609,89691,stade,2,28577,115746,2018-01-26,\N,\N
BC,141938,28609,89694,villa,1,133385,115745,2019-12-10,\N,\N
BC,141938,28609,89694,villa,1,108905,115745,2019-12-10,\N,\N
Perdus,140343,130410,89694,villa,1,130410,130418,2020-05-19,\N,\N
BC,91424,28571,89687,habitation,1,130412,133081,2020-02-18,16680,\N
Perdus,136822,130590,89694,villa,1,130590,130419,2020-03-04,\N,\N
Perdus,122346,28614,89694,habitation,1,130412,133080,2019-07-04,\N,\N
Perdus,122826,28614,89691,mixte,1,28579,115742,2019-10-14,40946,\N
Perdus,122826,28614,89691,mixte,1,28614,115742,2019-10-14,40946,\N
Perdus,137671,130590,89694,villa,1,122560,130419,2020-03-12,\N,\N
Perdus,127805,130412,89694,habitation,1,130412,133081,2019-11-01,280002,\N
Perdus,-9,122055,89677,siege administratif,1,108904,115744,2020-01-23,158060,\N
BC,190458,130410,189410,villa,1,-9,133119,2021-01-30,9330,\N
BC,-9,130409,101185,villa,1,130409,130418,2020-08-29,\N,\N
BC,190827,130410,189410,villa,5,-9,136907,2021-01-30,14165,\N
BC,-9,130392,101185,villa,1,130392,115742,2020-09-02,\N,\N
Perdus,-9,130411,89672,villa,1,130411,136907,2020-09-30,556,\N
BC,158785,130590,89694,villa,1,130590,130419,2020-09-12,8341,\N
BC,-9,130590,101185,villa,1,130590,130419,2020-07-28,\N,\N
Perdus,-9,28609,89675,siege administratif,1,122018,115744,2019-09-23,\N,\N
Perdus,-9,28609,89675,siege administratif,1,108904,115744,2019-09-23,\N,\N
Perdus,-9,122027,89694,commercial,1,130412,133080,2019-12-02,25000,\N
Perdus,139347,130411,89694,villa,5,130411,130418,2020-03-12,\N,\N
BC,190021,130410,189410,villa,1,-9,130418,2021-01-26,2025,\N
Perdus,150289,130590,89694,villa,1,130590,130419,2020-08-14,\N,\N
BC,165771,28575,89694,siege administratif,1,-9,115746,2018-07-28,18586,28609
Perdus,-9,122018,89691,villa,1,122018,115744,2020-08-26,50524,108904
BC,161469,130410,89694,villa,5,130410,115742,2020-09-16,\N,\N
BC,142684,130410,89694,villa,1,130410,130418,2020-06-10,\N,\N
Perdus,-9,136184,140671,usine,1,136184,115744,2020-08-25,78421,108904
BC,177398,130410,89694,villa,5,-9,130418,2020-11-17,1178,\N
BC,-9,130392,133968,villa,1,130392,130418,2020-02-18,\N,\N
BC,149549,130410,89694,villa,2,130410,130418,2020-08-12,\N,\N
Perdus,-9,28576,89688,villa,1,28576,115743,2018-02-10,77879,162366
BC,174946,130410,89694,villa,1,130410,130418,2020-11-04,2454,\N
Perdus,140256,130410,89694,villa,5,130410,133119,2020-05-18,\N,\N
BC,126875,28565,89694,villa,1,28565,115743,2020-08-15,4483,28569
Perdus,90272,122018,89694,villa,1,108904,115744,2020-02-01,12075,\N
Perdus,147522,28570,89691,habitation,1,28570,115744,2020-07-27,102691,153451
Perdus,147522,28570,89691,habitation,1,122027,115744,2020-07-27,102691,153451
Perdus,93575,28576,89688,bureautique,1,93480,115744,2020-03-16,120928,\N
Perdus,93575,28576,89688,bureautique,1,28576,115744,2020-03-16,120928,\N
Perdus,93575,28576,89688,bureautique,1,122018,115744,2020-03-16,120928,\N
Perdus,93575,28576,89688,bureautique,1,28619,115744,2020-03-16,120928,\N
Perdus,-9,93623,89691,villa,1,122027,115744,2020-09-10,40000,142832
Perdus,-9,122027,89694,commercial,1,130412,133081,2019-12-02,26000,130416
BC,-9,130409,101185,villa,1,130409,130418,2020-08-29,\N,\N
BC,150769,130590,89694,villa,1,130590,130419,2020-08-20,\N,\N
Perdus,90737,28609,89694,infrastructure,2,28577,115746,2019-05-28,\N,\N
Perdus,-9,28575,89694,villa,1,28575,115743,2020-02-10,3753,\N
Perdus,-9,28575,89694,villa,1,136898,115743,2020-02-10,3753,\N
Perdus,-9,122018,133968,villa,1,122018,115744,2019-12-11,59944,108904
Perdus,-9,28579,89694,commercial,1,108904,115744,2019-11-25,\N,\N
Perdus,-9,28579,89694,commercial,1,122018,115744,2019-11-25,\N,\N
BC,-9,130392,101185,villa,1,130392,130418,2020-09-29,3418,\N
Perdus,90531,28609,89686,usine,3,28577,115746,2019-09-04,97363,\N
Perdus,90531,28609,89686,usine,3,28609,115746,2019-09-04,97363,\N
Perdus,90531,28609,89686,usine,3,28579,115746,2019-09-04,97363,\N
BC,-9,130409,101185,villa,1,130409,130418,2020-09-17,\N,\N
BC,163842,130590,89694,villa,1,130590,130419,2020-09-26,4456,\N
Perdus,139667,130410,89672,villa,5,130410,130418,2020-05-05,\N,\N
Perdus,-9,122055,89694,habitation,1,130412,133081,2020-05-29,33002,\N
Perdus,-9,28609,89675,station de services,1,108905,115745,2020-09-21,8021,\N
BC,-9,130392,101185,villa,1,130392,133119,2020-08-18,4226,\N
BC,-9,130392,101185,villa,1,130392,133119,2020-08-29,\N,\N
BC,161567,130410,89694,villa,5,130410,130418,2020-09-16,995,\N
BC,182865,130410,89674,villa,5,130410,130418,2020-12-16,305,\N
BC,-9,130411,89694,villa,1,130411,136907,2020-11-03,4212,\N
BC,-9,130409,101185,villa,1,130409,130418,2020-08-11,5969,\N
Perdus,-9,108905,89689,usine,1,122018,115744,2020-02-10,121300,\N
Perdus,-9,108905,89689,usine,1,28619,115744,2020-02-10,121300,\N
BC,133166,28575,89694,villa,3,28575,115743,2020-01-09,5653,\N
BC,133166,28575,89694,villa,3,136898,115743,2020-01-09,5653,\N
Perdus,-9,28609,89690,maison de jeune,1,122018,115744,2020-03-10,95322,108904
Perdus,153760,130411,89694,villa,1,130411,130418,2020-09-01,1685,\N
BC,151528,130410,89694,villa,5,130410,130418,2020-08-13,\N,\N
BC,-9,130409,101185,villa,1,130409,130418,2020-02-20,\N,\N
Perdus,155559,130410,89687,villa,5,130410,130418,2020-09-04,87,\N
Perdus,91258,28614,89687,habitation,1,130412,133081,2019-04-24,111000,\N
BC,-9,130411,101185,villa,1,130411,136907,2020-08-31,\N,\N
BC,153278,130410,89694,villa,5,130410,130418,2020-08-19,\N,\N
BC,178614,93623,89694,villa,1,93623,134667,2020-06-17,27103,28575
Perdus,-9,108905,133968,mixte,1,108905,115745,2020-01-12,15800,\N
Perdus,156340,147744,89694,villa,1,147744,130418,2020-09-07,9000,\N
BC,142205,134566,89694,habitation,1,176256,134567,2020-06-10,64464,\N
Perdus,-9,28565,133968,villa,1,122027,115744,2020-02-10,97980,\N
Perdus,-9,28565,133968,villa,1,108904,115744,2020-02-10,97980,\N
BC,181178,130410,89694,villa,5,130410,133119,2020-12-12,406,\N
Perdus,-9,130392,89672,villa,1,130392,133119,2020-03-14,\N,\N
BC,-9,93623,89694,habitation,1,130412,133080,2020-06-18,41600,\N
Perdus,-9,93623,89674,villa,1,93623,134666,2020-01-02,10413,\N
Perdus,-9,122018,89694,villa,1,108904,115744,2020-05-20,15765,\N
Perdus,122561,28614,89687,mixte,1,130412,133081,2019-12-12,117000,\N
BC,-9,130409,101185,villa,1,130409,134668,2020-03-14,\N,\N
Perdus,-9,142540,89694,villa,1,142540,115744,2020-11-04,27631,142832
Perdus,-9,142540,89694,villa,1,122027,115744,2020-11-04,27631,142832
BC,-9,108905,89694,villa,1,108905,115745,2020-09-01,1644,\N
BC,-9,108905,89694,villa,1,133385,115745,2020-09-01,1644,\N
BC,-9,130392,101185,villa,1,130392,133119,2020-05-11,\N,\N
BC,140070,130410,89694,villa,5,130410,133119,2020-02-24,\N,\N
Perdus,139221,28609,89681,maison de jeune,2,28577,115746,2019-03-15,12603,\N
Perdus,144572,108904,89674,villa,1,122018,115744,2020-07-02,\N,\N
Perdus,144572,108904,89674,villa,1,108904,115744,2020-07-02,\N,\N
Perdus,140652,108904,89680,distribution,1,108904,115744,2020-05-20,12630,\N
Perdus,138076,28609,89694,infrastructure,1,28577,115746,2019-10-01,\N,\N
BC,190626,130410,189410,villa,1,130410,133119,2021-01-26,9595,\N
BC,-9,130392,101185,villa,1,130392,130418,2021-01-06,1101,\N
BC,126699,28571,89687,habitation,1,28614,115742,2020-01-28,44032,28614
BC,126699,28571,89687,habitation,1,28571,115742,2020-01-28,44032,28614
Perdus,-9,108905,89694,infrastructure,1,133385,115745,2020-02-16,\N,\N
BC,-9,142567,89694,villa,1,122018,115744,2020-07-11,65672,142832
BC,-9,130392,101185,villa,1,130392,115742,2020-03-11,\N,\N
Perdus,136158,130412,89694,habitation,1,130412,133120,2020-02-27,1500,\N
BC,-9,142567,89694,villa,1,142567,134666,2020-08-08,3435,28569
BC,-9,130411,101185,villa,1,130411,136907,2020-09-26,3000,130411
Perdus,137700,130590,89694,villa,1,130590,130419,2020-03-13,\N,\N
Perdus,90643,28576,89688,atelier,1,108904,115744,2020-01-07,623790,\N
Perdus,90643,28576,89688,atelier,1,122018,115744,2020-01-07,623790,\N
BC,175820,130410,89694,villa,5,130410,130418,2020-11-09,859,\N
BC,161640,130410,89672,villa,1,130410,136907,2020-09-18,\N,\N
Perdus,-9,28571,89694,mixte,1,130412,133120,2020-07-11,1,\N
BC,189666,28576,89688,villa,1,28576,115744,2020-09-23,31345,108904
Perdus,-9,122027,89691,usine,1,122027,115744,2020-10-19,72128,\N
Perdus,-9,28576,89685,villa,1,28619,115744,2019-02-19,15727,\N
BC,163850,130590,89694,villa,1,-9,130419,2020-09-26,8773,\N
BC,141388,28575,89685,villa,1,158624,134667,2019-07-06,13516,28569
BC,-9,130392,101185,villa,1,130392,130418,2020-05-19,\N,\N
BC,-9,130392,101185,villa,1,130392,130418,2020-10-24,2342,\N
Perdus,152097,130590,89694,villa,1,130590,130419,2020-08-26,\N,\N
Perdus,-9,93623,89674,habitation,1,176256,134567,2020-10-28,1,134566
Perdus,133422,28579,89694,villa,1,28575,134667,2020-01-14,21723,\N
Perdus,133422,28579,89694,villa,1,136898,134667,2020-01-14,21723,\N
BC,-9,130392,101185,villa,1,130392,130418,2020-08-27,\N,\N
BC,-9,130392,101185,villa,1,130392,130418,2020-10-08,2487,\N
Perdus,122899,28576,89688,habitation,3,28576,115742,2020-01-03,5555,\N
Perdus,139053,28609,89694,usine,2,28577,115746,2019-11-08,\N,\N
Perdus,-9,136184,89673,foyer universitaire,1,136184,115744,2020-10-22,118703,142832
BC,-9,130411,101185,villa,1,130411,130418,2020-10-01,1400,130411
Perdus,-9,130411,89694,villa,1,130411,133119,2020-10-15,61494,130411
Perdus,92762,108904,89694,bureautique,1,108904,115744,2020-05-11,\N,\N
Perdus,92762,108904,89694,bureautique,1,140993,115744,2020-05-11,\N,\N
Perdus,122166,28609,89687,infrastructure,1,28577,115746,2019-09-17,\N,\N
Perdus,-9,28609,89675,foyer universitaire,1,28575,134666,2020-05-28,138744,\N
Perdus,-9,28609,89675,foyer universitaire,1,136898,134666,2020-05-28,138744,\N
BC,89767,28576,89688,restaurant,1,108905,115745,2020-01-30,2498,108905
Perdus,-9,122018,89694,villa,1,108904,115744,2019-05-10,25708,\N
BC,103056,122055,89687,habitation,1,122055,115742,2020-05-12,38962,28614
BC,91327,28614,89674,habitation,1,130412,136906,2020-07-17,14756,149167
Perdus,90836,28614,89691,habitation,1,28570,115742,2019-10-11,15973,\N
Perdus,-9,28613,89692,villa,1,108904,115744,2020-05-29,44175,\N
Perdus,-9,28613,89692,villa,1,122018,115744,2020-05-29,44175,\N
Perdus,137897,130411,89694,villa,1,130411,130418,2020-07-01,\N,\N
Perdus,-9,28576,89685,villa,1,28576,115744,2021-01-18,0,108904
Perdus,89807,140993,89685,distribution,2,28576,115744,2020-06-03,\N,\N
BC,91090,122055,89672,habitation,1,122055,115741,2020-06-22,95370,28614
BC,-9,130409,101185,villa,3,130409,130418,2020-08-21,9942,\N
BC,96745,28575,89694,villa,1,28575,115743,2018-01-01,4127,\N
BC,96745,28575,89694,villa,1,136898,115743,2018-01-01,4127,\N
Perdus,147632,130410,89694,villa,1,130410,130418,2020-07-29,727,\N
Perdus,89805,140993,89688,distribution,1,108904,115744,2020-06-02,\N,\N
BC,-9,130392,101185,villa,1,130392,115742,2020-05-16,\N,\N
BC,-9,130409,101185,villa,1,130409,130418,2021-01-05,2167,\N
Perdus,91130,122055,89672,habitation,1,130412,133080,2020-02-24,79000,\N
BC,175341,130590,89694,villa,1,-9,130419,2020-11-06,1354,\N
Perdus,126784,28576,89688,villa,1,28576,134666,2020-01-30,8632,162366
BC,136459,122120,89687,hotel,3,130412,136906,2020-02-29,90000,\N
Perdus,-9,28609,89677,infrastructure,1,28577,115746,2019-09-09,16192,\N
Perdus,-9,28609,89677,infrastructure,1,28609,115746,2019-09-09,16192,\N
Perdus,-9,28571,89694,villa,1,28571,134666,2020-09-09,2582,162366
Perdus,154500,28609,89673,infrastructure,1,28609,115746,2020-07-01,39040,\N
Perdus,154500,28609,89673,infrastructure,1,28577,115746,2020-07-01,39040,\N
BC,89795,28576,89680,foyer universitaire,1,28565,115743,2020-09-08,32509,28569
Perdus,139462,28576,89688,villa,1,28576,134666,2020-06-22,9478,162366
BC,-9,130392,101185,villa,1,130392,136907,2020-09-02,\N,\N
Perdus,91259,28614,89694,habitation,1,130412,133120,2019-12-03,4000,\N
BC,-9,130392,101185,villa,1,130392,130418,2020-09-29,5487,\N
BC,100711,28575,89694,villa,1,28575,115743,2020-03-26,3316,\N
BC,100711,28575,89694,villa,1,136898,115743,2020-03-26,3316,\N
BC,-9,130392,101185,villa,1,130392,133119,2020-08-26,479,\N
Perdus,140673,28575,89685,habitation,1,122018,115744,2020-03-16,19301,142832
Perdus,140673,28575,89685,habitation,1,142832,115744,2020-03-16,19301,142832
BC,151584,130410,89694,villa,5,130410,133119,2020-08-19,745,\N
BC,-9,122027,89694,villa,1,28565,134666,2020-09-26,2788,28569
BC,-9,130392,101185,villa,1,130392,133119,2020-08-26,\N,\N
Perdus,-9,28577,89691,villa,1,28619,115744,2020-01-21,21621,\N
Perdus,-9,28577,89691,villa,1,108904,115744,2020-01-21,21621,\N
Perdus,-9,122018,89691,universite publique,1,108904,115744,2019-02-01,\N,\N
BC,93804,93108,89672,habitation,4,130412,136906,2020-01-20,10000,\N
BC,141064,28575,89672,villa,1,28575,115743,2019-01-01,19580,\N
BC,141064,28575,89672,villa,1,136898,115743,2019-01-01,19580,\N
BC,136818,130409,89694,villa,1,130409,130418,2020-03-04,5000,\N
Perdus,149914,130590,89694,villa,1,130590,130419,2020-08-14,\N,\N
BC,151063,130590,89694,villa,1,130590,130419,2020-08-22,\N,\N
Perdus,91403,28614,89672,habitation,1,122055,115742,2020-05-04,46104,28614
Perdus,90443,140993,89672,distribution,1,108904,115744,2020-05-29,\N,\N
BC,-9,146447,89694,villa,1,146447,133119,2020-11-19,16200,\N
Perdus,-9,28620,89684,usine,2,28609,115746,2020-04-06,27913,\N
BC,-9,130392,101185,villa,1,130392,130418,2020-08-07,\N,\N
BC,91142,28614,89694,mixte,1,122055,115742,2019-09-26,49620,28614
Perdus,-9,130392,101185,villa,1,130392,133119,2020-03-17,\N,\N
Perdus,122826,28614,89691,mixte,1,28579,115742,2019-10-14,22139,\N
Perdus,122826,28614,89691,mixte,1,28614,115742,2019-10-14,22139,\N
BC,-9,122027,89694,villa,1,28565,115743,2020-09-26,16207,28569
Perdus,-9,93623,89691,villa,1,93623,115744,2020-09-10,58266,142832
BC,155571,130410,89694,villa,5,130410,130418,2020-09-04,\N,\N
BC,192428,147744,89675,villa,1,147744,130418,2021-02-11,1100,\N
Perdus,91028,93108,89694,habitation,1,108904,115744,2020-01-02,22628,\N
BC,139366,130410,89694,villa,5,130410,133119,2020-02-24,7719,\N
BC,122629,28571,89694,habitation,1,130412,133080,2020-01-07,71000,\N
BC,-9,28575,89694,villa,1,28565,134667,2019-12-12,18858,\N
BC,147162,130410,89694,villa,5,130410,130418,2020-08-03,3794,\N
BC,177600,130590,89688,villa,1,130590,130419,2020-11-19,3203,\N
BC,-9,130392,101185,villa,1,130392,115742,2020-09-17,\N,\N
Perdus,90570,108904,89691,siege administratif,1,28609,115746,2020-03-04,19156,\N
BC,139562,130410,89672,villa,1,130410,130419,2020-04-22,\N,\N
BC,-9,130392,101185,villa,1,130392,133119,2021-01-07,8386,\N
BC,127818,28614,89694,habitation,1,176256,134567,2019-02-09,133000,134566
Perdus,89767,28576,89688,restaurant,1,122018,115744,2020-01-30,34185,\N
Perdus,89767,28576,89688,restaurant,1,108904,115744,2020-01-30,34185,\N
BC,-9,130409,101185,villa,1,130409,130418,2020-09-04,\N,\N
BC,168866,28614,89694,habitation,1,28614,115741,2020-10-13,36318,28614
Perdus,-9,136185,89694,villa,1,136185,115744,2020-11-24,23178,153451
Perdus,127120,108905,89694,villa,1,28575,134666,2020-01-10,3154,\N
Perdus,127120,108905,89694,villa,1,136898,134666,2020-01-10,3154,\N
Perdus,144677,130412,89674,habitation,1,93623,115741,2020-06-25,15904,28614
BC,-9,130392,101185,villa,1,130392,115742,2020-09-01,\N,\N
Perdus,136549,130410,89694,villa,3,130410,130418,2020-02-19,\N,\N
Perdus,91330,122018,89672,villa,1,108904,115744,2019-05-16,44070,\N
Perdus,-9,130411,101185,villa,1,130411,136907,2020-08-04,15000,\N
Perdus,-9,122018,89694,usine,1,122027,115744,2019-03-04,132971,108904
BC,179992,130410,89694,villa,5,130410,130418,2020-12-01,3567,\N
Perdus,122132,28576,89688,villa,5,28576,115743,2019-12-20,16181,162366
BC,91191,93623,89675,habitation,1,130412,136906,2019-12-10,44000,130416
BC,-9,142540,89672,villa,1,142540,134666,2020-09-04,427,28569
Perdus,-9,122018,89694,distribution,1,108904,115744,2020-05-11,12815,\N
